,Height,Weight,Gender,new,new2
0,187.7191172585231,109.95161962747136,False,9.95161962747136,5
1,174.84360008465313,73.7774875096818,False,-26.222512490318195,5
2,188.3878879059172,96.70038888931818,False,-3.2996111106818233,5
3,182.34014710128443,100.01930468321682,False,0.019304683216816443,5
4,177.63952507895507,93.79536391994135,False,-6.204636080058648,5
5,170.9571658784041,69.18734352594682,False,-30.812656474053185,5
6,174.85167654172375,83.60358572910499,False,-16.396414270895008,5
7,173.74192643045643,76.35050476795863,False,-23.649495232041374,5
8,170.3621700430486,79.96792745259545,False,-20.032072547404553,5
9,161.30640769300737,71.09076199414181,False,-28.909238005858185,5
10,180.97866176332118,84.82042070925363,False,-15.179579290746375,5
11,182.11092661305875,97.15507704064136,False,-2.844922959358641,5
12,164.63600865711678,75.9670277606709,False,-24.032972239329098,5
13,176.11756418586322,86.11190063033546,False,-13.888099369664545,5
14,176.01756732818006,84.74280364601772,False,-15.25719635398228,5
15,171.95516527847067,78.26678639005318,False,-21.733213609946816,5
16,184.08736086326098,89.10386651385545,False,-10.89613348614455,5
17,162.62273598293706,78.58339554944546,False,-21.416604450554544,5
18,177.02503226517035,84.53816253324091,False,-15.461837466759093,5
19,172.69332433889213,82.92120364237546,False,-17.07879635762454,5
20,172.64005759269196,79.1436041279059,False,-20.856395872094097,5
21,176.51505614455638,89.87791891578182,False,-10.12208108421818,5
22,168.1510934445521,67.80616636726137,False,-32.19383363273863,5
23,191.17358492735025,103.9826275523618,False,3.982627552361805,5
24,172.58450509273212,73.6393872037668,False,-26.360612796233198,5
25,173.2221313730264,87.42908026326681,False,-12.570919736733188,5
26,175.62584309232886,83.83417018563908,False,-16.16582981436092,5
27,185.05974421894373,94.01281337288817,False,-5.987186627111825,5
28,171.38479788012384,79.64269199964862,False,-20.35730800035138,5
29,174.11788783719578,70.15574496634316,False,-29.844255033656836,5
30,174.42723701862312,85.23038325263954,False,-14.769616747360459,5
31,188.19393897427955,96.77737514796408,False,-3.2226248520359206,5
32,181.82472516242123,88.65101965174317,False,-11.34898034825683,5
33,175.8559695151049,93.26528242789591,False,-6.734717572104088,5
34,176.86524841285188,92.8018752200459,False,-7.1981247799540995,5
35,178.9591612345065,87.68341594302227,False,-12.316584056977732,5
36,175.5916271078755,89.76738299951136,False,-10.232617000488645,5
37,170.80593618468131,83.55044237852317,False,-16.449557621476828,5
38,167.2821963948336,74.47810221755546,False,-25.52189778244454,5
39,163.46124562034422,74.14000779435591,False,-25.85999220564409,5
40,172.790762689534,78.24345336673863,False,-21.756546633261365,5
41,183.50552078832044,88.202456771845,False,-11.797543228155007,5
42,165.91721832210814,76.64443009285999,False,-23.35556990714001,5
43,168.0012308904847,73.26974208937362,False,-26.730257910626378,5
44,171.61123729294445,74.84558057454862,False,-25.15441942545138,5
45,178.20636666060932,85.87377415966999,False,-14.126225840330008,5
46,173.4961682326844,85.02752371081863,False,-14.972476289181373,5
47,183.46302657235674,95.03221063193271,False,-4.967789368067287,5
48,175.85519806718636,87.27924336909318,False,-12.72075663090682,5
49,185.23645549427135,96.06477128165453,False,-3.9352287183454706,5
50,164.6773259300432,75.27801190102272,False,-24.721988098977278,5
51,178.40658381398353,91.39632640889454,False,-8.603673591105462,5
52,174.10526654297195,78.82907288481863,False,-21.17092711518137,5
53,171.15497209954316,82.45803603906226,False,-17.541963960937736,5
54,170.29097985777395,77.1535033637509,False,-22.8464966362491,5
55,169.04185584643525,74.23160377712453,False,-25.768396222875467,5
56,173.75346999514574,86.23191361020727,False,-13.768086389792728,5
57,179.90867495695016,87.32947606644,False,-12.670523933560006,5
58,181.030877967795,90.09021095799999,False,-9.909789042000014,5
59,177.97397471732933,95.23931810778454,False,-4.760681892215459,5
60,181.5068892051691,90.34536029993589,False,-9.65463970006411,5
61,176.80119695106268,90.03614711565362,False,-9.96385288434638,5
62,187.64671484585105,88.76846008623954,False,-11.231539913760457,5
63,170.3060759562195,74.97422863500135,False,-25.025771364998647,5
64,181.54574030023653,81.75631924513499,False,-18.24368075486501,5
65,165.93998113128893,70.56837304274954,False,-29.431626957250458,5
66,173.5529947274886,83.87245056753363,False,-16.127549432466367,5
67,184.96957040360238,100.30820066603772,False,0.30820066603772034,5
68,173.10862345248154,83.32393423055454,False,-16.676065769445458,5
69,175.13542683545407,89.29605104144682,False,-10.703948958553184,5
70,176.13393432672183,83.90709468194227,False,-16.09290531805773,5
71,179.27003673862643,94.33310841752,False,-5.666891582480005,5
72,177.0851895258085,80.54587670561273,False,-19.454123294387273,5
73,171.8271733097217,74.14000100426408,False,-25.85999899573592,5
74,184.3156420062236,98.28101368760682,False,-1.7189863123931843,5
75,181.12508940488144,93.02522446469226,False,-6.974775535307742,5
76,182.5389530727704,91.32753237249771,False,-8.672467627502286,5
77,183.6472106482583,100.40989540051909,False,0.40989540051909046,5
78,169.075099514096,89.29539106399181,False,-10.704608936008185,5
79,167.84580444024786,76.65491365409773,False,-23.345086345902274,5
80,171.78112532243233,82.46941500369363,False,-17.530584996306374,5
81,173.48277738532872,90.29939696655363,False,-9.70060303344637,5
82,187.66601484068747,108.14397084690226,False,8.143970846902263,5
83,177.4378644043666,78.65511632237863,False,-21.344883677621368,5
84,167.66924672921274,73.03814392721772,False,-26.961856072782282,5
85,180.68286267754402,85.72859957757544,False,-14.271400422424563,5
86,169.28753159758196,94.70258819777682,False,-5.297411802223181,5
87,175.27480220596013,87.92505384194136,False,-12.074946158058637,5
88,173.47742187604285,79.14076990482727,False,-20.859230095172734,5
89,183.8293694622725,89.71299511333409,False,-10.287004886665912,5
90,182.55479878270728,91.64575761261,False,-8.354242387390002,5
91,165.8325798768877,82.27816965471091,False,-17.721830345289092,5
92,179.5682274906336,82.78294817211817,False,-17.217051827881832,5
93,164.5485548682222,80.70421064698681,False,-19.29578935301319,5
94,170.57722710567984,74.98844576476135,False,-25.01155423523865,5
95,165.52864658541213,75.32596008641227,False,-24.674039913587734,5
96,182.264536886511,87.7700743377559,False,-12.2299256622441,5
97,169.88917639946743,82.12903953220773,False,-17.870960467792273,5
98,168.96998171477927,78.53351042200545,False,-21.46648957799455,5
99,176.44409965277512,80.66846192260817,False,-19.331538077391826,5
100,178.07263514024126,91.28124423329726,False,-8.718755766702742,5
101,169.66224302529017,76.24535242922818,False,-23.754647570771823,5
102,168.4693446113834,70.17982944510591,False,-29.82017055489409,5
103,173.69091479798993,80.90214936540318,False,-19.097850634596824,5
104,178.13290779228507,83.6085713439909,False,-16.391428656009097,5
105,174.71925587408285,81.4567191220909,False,-18.543280877909098,5
106,171.72748230768877,72.07635790246272,False,-27.923642097537282,5
107,168.41673390344556,75.68342347406454,False,-24.31657652593546,5
108,175.86115921402316,78.17439891452545,False,-21.825601085474545,5
109,171.8623447616481,79.25644653572272,False,-20.743553464277284,5
110,176.142140051636,85.33879630153363,False,-14.661203698466366,5
111,173.34071874758303,91.58543744573181,False,-8.414562554268187,5
112,182.02521210077987,93.14864188036499,False,-6.851358119635009,5
113,175.89841179126265,81.22070294099136,False,-18.77929705900864,5
114,170.97990480877533,74.55201260997772,False,-25.447987390022277,5
115,187.3077616227995,101.48636564198681,False,1.4863656419868079,5
116,176.7636005485434,92.25377557719771,False,-7.746224422802285,5
117,173.64798511701238,86.08717527724954,False,-13.912824722750457,5
118,172.1924451316887,80.98661617203,False,-19.013383827970003,5
119,182.27604853199645,101.4996978362741,False,1.4996978362740947,5
120,161.7532166228258,75.92213939014681,False,-24.07786060985319,5
121,174.68928647435507,82.03121909630454,False,-17.96878090369546,5
122,170.18522647477508,74.74506619198272,False,-25.254933808017284,5
123,159.40116790717428,68.16800837320089,False,-31.83199162679911,5
124,183.6808754837894,87.68648479623727,False,-12.313515203762734,5
125,180.24979608530103,91.76545395480636,False,-8.234546045193639,5
126,171.86422243547563,81.75819362931591,False,-18.24180637068409,5
127,179.97756286537467,89.30351121542544,False,-10.696488784574555,5
128,176.17272291257683,85.25074976881181,False,-14.749250231188185,5
129,168.38944758321676,78.04234531168635,False,-21.957654688313653,5
130,171.56515454823025,87.13618399287635,False,-12.863816007123646,5
131,167.27948315663303,75.38665808404772,False,-24.613341915952276,5
132,181.60989979164177,84.39215514720999,False,-15.60784485279001,5
133,174.03651960032244,81.03718214994727,False,-18.96281785005273,5
134,162.65730434585916,68.62684147733363,False,-31.373158522666373,5
135,180.4868239174195,95.42241974113819,False,-4.577580258861815,5
136,173.21117889746847,79.16263833704227,False,-20.837361662957733,5
137,173.8611074307236,81.76317141015181,False,-18.236828589848187,5
138,173.10059059183192,76.24870056710591,False,-23.751299432894086,5
139,173.21338068475094,83.20211835095591,False,-16.797881649044086,5
140,175.04234956482546,77.07128217370499,False,-22.928717826295014,5
141,168.15038316235044,78.83257848201454,False,-21.16742151798546,5
142,168.29573347862151,82.22252482246273,False,-17.77747517753727,5
143,171.41244958573637,83.41315129760136,False,-16.58684870239864,5
144,176.59555153142986,93.62632280257954,False,-6.373677197420463,5
145,179.25131534302804,83.527202360295,False,-16.472797639705007,5
146,181.34215189356763,91.79749793939453,False,-8.202502060605468,5
147,180.48694359861335,98.23640669859635,False,-1.7635933014036453,5
